 sex row_number liters_drunk age drink check_number label
0 Ж  -2 77 Bugbeer 9774 1
5589 M 48.0 5 17 Fanta 4858 1
5590 "Не указан" 90.0 4 63 Water 229 1
5591 ж 38.0 5 27 Bugbeer 5519 1
5592 "Не указан" 70.0 3 69 Fanta 545 0
5593 - 51.0 5 60 "Strong beer" 5720 1
5594 -  2 46 Fanta 4856 1
5595 M 8.0 5 34 "Strong beer" 3732 1
5596 "Не указан" 16.0 4 61 Fanta 7590 1
5597 м 36.0 4 62 Cola 78 0
5598 Ж 9.0 3 77 "Strong beer" 5292 0
5599 ж 1.0 -1 51 Fanta 3149 0
5600 ж 85.0 -2 10 Fanta 3076 1
5601 Ж 68.0 2 56 "Strong beer" 3184 0
5602 M 74.0 3 36 Bugbeer 8851 1
5603 ж 63.0 5 51 Beerbeer 3419 0
5604 "Не указан" 93.0 2 25 Cola 846 1
5605 "Не указан"  4 60 Water 2385 0
5606 M 78.0 2 15 Fanta 8730 0
5607 ж 82.0 36518621 13 Water 5645 0
5608 M 34.0 4 16 Cola 5643 1
5609 Ж 16.0 0 15 Cola 4178 0
5610 Мужчина 92.0 3 67 "Наше пиво" 5812 0
5611 "Не указан" 60.0 82563579 53 Bugbeer 5168 0
5612 -  1 70 Cola 2753 0
5613 M 0.0 4 70 Fanta 2501 1
5614 ж 65.0 1 55 Water 1372 1
5615 м  5 36 Fanta 438 0
5616 "Не указан" 41.0 3 80 "Strong beer" 6981 1
5617 M 70.0 3 45 Beerbeer 3350 1
5618 ж 52.0 4 10 Water 4229 1
5619 M 46.0 5 51 "Strong beer" 6382 1
5620 "Не указан" 10.0 2 57 Bugbeer 612 0
5621 "Не указан" 58.0 0 42 Beerbeer 6603 0
5622 "Не указан" 46.0 1 20 Water 7252 0
5623 м 90.0 0 44 Beerbeer 701 1
5624 ж 81.0 0 23 Fanta 5158 1
5625 ж 94.0 1 40 Beerbeer 6108 0
5626 ж 16.0 2 11 Fanta 9710 0
5627 ж 54.0 5 14 Fanta 9755 1
5628 "Не указан" 99.0 5 24 "Strong beer" 1448 1
5629 ж 90.0 1 67 Bugbeer 116 0
5630 ж 0.0 3 50 Fanta 1289 1
5631 "Не указан" 21.0 2 35 Water 8376 0
5632 "Не указан" 19.0 3 26 "Strong beer" 6164 0
5633 - 88.0 3 18 Water 3067 1
5634 - 20.0 0 36 "Strong beer" 6302 1
5635 "Не указан" 19.0 5 79 Water 2141 0
5636 Ж 39.0 4 32 Water 6442 0
5637 "Не указан" 94.0 5 28 Fanta 5980 0
5638 Ж 26.0 1 49 Cola 5879 1
5639 "Не указан" 15.0 -4 15 Water 3818 0
5640 Ж 86.0 5 68 Water 4598 1
5641 - 61.0 2 34 Beerbeer 8928 0
5642 ж  5 38 Cola 1543 1
5643 M 50.0 0 44 Water 3805 1
5644 ж 93.0 1 46 Cola 7527 1
5645 M 58.0 62878842 54 Water 4100 1
5646 Ж 12.0 1 51 "Strong beer" 3293 1
5647 Ж 28.0 -3 17 Fanta 9320 0
5648 ж 25.0 1 38 Beerbeer 455 1
5649 ж 42.0 0 54 Cola 8985 0
5650 Ж 28.0 1 40 Fanta 9290 0
5651 м 51.0 0 37 Cola 6197 1
5652 M 76.0 2 29 Bugbeer 4069 0
5653 м 7.0 4 76 Water 5870 1
5654 M 40.0 4 45 Cola 5449 1
5655 M  3 21 Cola 4108 1
5656 ж 44.0 4 70 Water 7540 0
5657 M 78.0 4 23 Cola 2815 1
5658 - 75.0 1 59 Cola 6494 0
5659 "Не указан" 40.0 5 36 Cola 9444 1
5660 M 2.0 1 22 "Strong beer" 3846 1
5661 - 81.0 2 36 Fanta 4716 0
5662 "Не указан" 23.0 0 54 "Strong beer" 6174 0
5663 - 98.0 5 56 Water 5129 0
5664 "Не указан" 35.0 0 43 Bugbeer 6035 0
5665 м 80.0 3 15 Water 9867 1
5666 - 19.0 5 34 Water 7303 0
5667 Ж 78.0 1 69 "Strong beer" 9460 1
5668 м  3 77 Bugbeer 2358 0
5669 - 7.0 0 22 Bugbeer 9818 0
5670 "Не указан"  1 30 "Strong beer" 2130 1
5671 Ж 3.0 2 62 "Strong beer" 2097 1
5672 M 54.0 4 11 Water 4739 1
5673 ж 95.0 5 42 "Strong beer" 7350 1
5674 Ж 56.0 5 57 Water 6443 1
5675 "Не указан" 54.0 3 38 Fanta 9563 1
5676 ж 28.0 0 71 Water 1991 0
5677 "Не указан" 20.0 0 17 Water 8274 0
5678 м 62.0 5 68 Beerbeer 4777 0
5679 Ж  0 70 Bugbeer 1237 1
5680 "Не указан" 66.0 88819417 79 Fanta 3025 1
5681 "Не указан" 38.0 4 12 Cola 9742 1
5682 - 70.0 2 38 Water 357 0
5683 M 22.0 56250116 58 Beerbeer 9067 1
5684 M 35.0 1 42 Fanta 6123 1
5685 - 6.0 -6 74 Fanta 9846 0
5686 - 40.0 5 33 Bugbeer 2982 1
5687 м 28.0 3 67 Bugbeer 5790 1
5688 M  3 39 Cola 6785 1
5689 M 5.0 1 13 Water 6406 1
5690 Ж 78.0 31733471 25 Beerbeer 4866 1
5691 M 23.0 3 21 Cola 2980 0
5692 м 41.0 4 80 "Strong beer" 7072 1
5693 м 22.0 4 28 "Strong beer" 8233 1
5694 ж 60.0 0 17 Fanta 3037 1
5695 Ж  0 41 Fanta 784 0
5696 ж 28.0 2 43 Bugbeer 1295 1
5697 - 70.0 4 43 Beerbeer 2595 1
5698 -  5 76 Beerbeer 6904 1
5699 - 74.0 5 55 Water 1241 1
5700 M 86.0 0 50 Beerbeer 1291 1
5701 ж 4.0 2 39 Fanta 803 1
5702 "Не указан" 45.0 0 35 Fanta 6283 1
5703 "Не указан" 14.0 4 11 Water 8418 0
5704 "Не указан" 1.0 2 62 Cola 9249 1
5705 M 35.0 5 67 Fanta 3156 1
5706 "Не указан" 35.0 56664240 55 Water 1838 0
5707 Ж 0.0 0 55 "Strong beer" 2444 1
5708 M  2 80 Cola 4454 1
5709 M 35.0 5 63 Cola 7152 1
5710 Ж 91.0 4 54 Fanta 8138 0
5711 M 46.0 0 40 Cola 1179 1
5712 Ж 35.0 3 15 Water 6253 0
5713 Ж 6.0 0 55 Fanta 9720 1
5714 ж 81.0 4 19 Fanta 5198 0
5715 "Не указан" 49.0 4 65 Cola 5696 1
5716 Ж 44.0 -1 71 "Strong beer" 4938 1
5717 - 10.0 5 62 Bugbeer 5072 1
5718 ж 33.0 4 35 Bugbeer 4612 1
5719 - 9.0 5 58 "Strong beer" 7333 0
5720 м  3 29 Water 1631 1
5721 Ж 48.0 3 72 Cola 5991 0
5722 м 70.0 1 75 Water 3000 1
5723 Ж 58.0 3 42 Bugbeer 3087 0
5724 "Не указан" 53.0 1 38 "Strong beer" 8727 1
5725 M 100.0 3 40 Cola 6353 1
5726 Ж 32.0 4 24 Fanta 7229 0
5727 Ж 47.0 2 35 Bugbeer 9905 0
5728 "Не указан" 71.0 1 13 Fanta 7438 0
5729 M 58.0 2 14 Cola 2163 0
5730 м 99.0 0 49 Bugbeer 3726 1
5731 ж 56.0 1 69 Bugbeer 9032 0
5732 M 85.0 14750425 67 Fanta 9933 1
5733 ж  2 25 Bugbeer 4622 0
5734 Ж 48.0 4 52 Bugbeer 4681 1
5735 -  1 56 Water 6949 1
5736 "Не указан" 24.0 4 42 "Strong beer" 9622 1
5737 - 0.0 4 67 Bugbeer 3966 0
5738 "Не указан" 81.0 3 80 Bugbeer 930 1
5739 "Не указан" 1.0 2 77 Cola 3690 1
5740 м 94.0 3 56 Fanta 6160 0
5741 Ж 63.0 2 53 Beerbeer 6158 1
5742 ж  0 12 Cola 7417 0
5743 ж  2 77 Fanta 9502 0
5744 M 10.0 5 80 Cola 3527 1
5745 - 87.0 1 17 Cola 6396 1
5746 M 75.0 5 19 Cola 4119 1
5747 м 6.0 0 75 Cola 6116 1
5748 ж 5.0 4 13 Water 342 1
5749 Ж 96.0 1 52 "Strong beer" 2273 1
5750 Ж 82.0 1 30 Fanta 2652 1
5751 "Не указан" 9.0 0 42 Fanta 4670 1
5752 Ж 84.0 1 48 Bugbeer 9725 1
5753 M 76.0 3 65 Cola 1813 1
5754 м 52.0 5 40 Bugbeer 747 1
5755 "Не указан" 56.0 3 53 Fanta 6723 0
5756 ж 19.0 5 60 Beerbeer 3223 1
5757 - 38.0 4 78 Bugbeer 2308 1
5758 M 5.0 1 38 Beerbeer 826 1
5759 "Не указан" 18.0 5 16 Water 140 1
5760 м 9.0 0 49 Fanta 9540 0
5761 ж 64.0 2 32 Beerbeer 7914 0
5762 ж 5.0 4 53 Water 2846 1
5763 - 92.0 3 26 "Strong beer" 4557 1
5764 "Не указан" 38.0 0 34 Water 6933 1
5765 -  2 28 Fanta 2068 0
5766 ж 33.0 3 10 Water 5883 0
5767 M 99.0 5 71 Bugbeer 6484 0
5768 "Не указан"  3 18 Cola 3997 0
5769 "Не указан" 5.0 3 50 Fanta 9485 1
5770 "Не указан" 85.0 5 73 "Strong beer" 4445 0
5771 - 49.0 0 19 Water 7965 1
5772 M 7.0 5 18 Cola 6735 1
5773 ж 52.0 3 50 Beerbeer 1858 1
5774 - 53.0 2 44 Cola 5659 0
5775 M 98.0 3 67 Water 2430 1
5776 м 76.0 2 37 Beerbeer 8445 1
5777 - 74.0 4 17 Fanta 8008 0
5778 ж 80.0 0 64 Beerbeer 2338 0
5779 - 27.0 3 51 "Strong beer" 9447 1
5780 - 0.0 -3 73 Cola 2531 1
5781 ж 27.0 2 30 Water 5256 0
5782 Ж 47.0 2 52 "Strong beer" 170 0
5783 м 92.0 1 39 "Strong beer" 6180 0
5784 - 71.0 1 69 Fanta 7304 0
5785 Ж 25.0 0 50 Cola 8785 1
5786 "Не указан" 88.0 1 42 Cola 2069 1
5787 м 100.0 5 75 Cola 3341 1
5788 - 1.0 5 13 Water 4369 1
5789 ж 92.0 4 59 Fanta 9993 1
5790 - 61.0 79415247 13 Water 2170 1
5791 м 97.0 4 66 "Strong beer" 9611 0
5792 M 82.0 3 11 Water 905 1
5793 "Не указан" 67.0 3 78 Bugbeer 1433 0
5794 Ж 38.0 5 58 "Strong beer" 2812 0
5795 Ж  3 77 Water 7720 0
5796 Ж 24.0 5 14 Fanta 2135 1
5797 ж 37.0 5 63 Beerbeer 7976 1
5798 M 34.0 3 67 "Strong beer" 9727 1
5799 ж 22.0 1 74 Beerbeer 5609 0
5800 - 44.0 3 17 Water 3327 1
5801 м 66.0 67871290 18 Water 3575 0
5802 Ж 92.0 3 38 Bugbeer 8614 1
5803 ж 17.0 1 69 "Strong beer" 2146 1
5804 - 90.0 5 56 Water 1923 0
5805 Ж  -1 30 Fanta 2120 0
5806 м 74.0 4 16 Fanta 6165 1
5807 Ж 2.0 2 26 Water 4676 1
5808 Ж 36.0 2 52 Fanta 7971 1
5809 Ж 73.0 1 78 Fanta 4362 1
5810 - 88.0 1 69 Fanta 1833 0
5811 ж 65.0 0 17 Water 6990 1
5812 M 89.0 80082371 80 Beerbeer 939 1
5813 - 45.0 3 44 Fanta 1554 1
5814 M 53.0 4 52 Beerbeer 8248 0
5815 Ж 48.0 5 69 Fanta 8808 0
5816 м 11.0 5 78 Beerbeer 4194 0
5817 - 79.0 3 76 Beerbeer 5189 0
5818 - 19.0 -6 62 Bugbeer 1437 1
5819 M 28.0 0 16 Cola 7212 0
5820 Ж 19.0 3 70 Cola 9030 0
5821 "Не указан" 24.0 5 58 Bugbeer 970 1
5822 Ж 38.0 5 71 Water 94 0
5823 - 22.0 3 33 Fanta 1290 1
5824 Ж 52.0 5 40 Fanta 2037 0
5825 ж 45.0 3 27 Fanta 3322 0
5826 M 60.0 0 56 Bugbeer 5251 0
5827 - 89.0 1 71 Water 5711 0
5828 - 20.0 4 25 Cola 4198 1
5829 Ж 98.0 4 12 Fanta 4718 0
5830 - 92.0 5 31 Bugbeer 7629 1
5831 M 66.0 4 61 Fanta 8042 0
5832 "Не указан" 66.0 1 50 Water 8396 1
5833 Ж 60.0 1 61 Cola 112 0
5834 "Не указан" 88.0 2 34 "Strong beer" 514 0
5835 - 47.0 3 26 Fanta 4781 1
5836 - 39.0 0 52 Fanta 5394 1
5837 M 9.0 0 21 Bugbeer 9147 1
5838 м 10.0 5 14 Fanta 1669 1
5839 M 52.0 3 19 Cola 9403 0
5840 ж 43.0 4 76 Beerbeer 5472 0
5841 - 43.0 3 61 "Strong beer" 7544 0
5842 Ж 40.0 4 66 Beerbeer 610 1
5843 Ж 5.0 9173072 56 Bugbeer 5667 1
5844 м 69.0 1 32 Fanta 3602 0
5845 - 13.0 4 27 Bugbeer 3971 1
5846 ж 18.0 1 19 Fanta 6942 1
5847 ж 10.0 0 66 Beerbeer 600 0
5848 M 12.0 4 49 Beerbeer 1536 1
5849 Ж 45.0 0 59 Bugbeer 8512 0
5850 м 41.0 3 18 Cola 8478 1
5851 Ж 72.0 3 32 Beerbeer 6305 1
5852 - 12.0 4 29 "Strong beer" 297 1
5853 - 97.0 3 32 "Strong beer" 6300 0
5854 Ж  2 71 Bugbeer 2559 1
5855 "Не указан" 54.0 3 32 Bugbeer 4370 0
5856 "Не указан" 24.0 41236206 74 Beerbeer 2103 1
5857 ж 9.0 4 69 Bugbeer 9566 1
5858 Ж  4 79 Bugbeer 3414 0
5859 ж 71.0 4 76 Fanta 9180 0
5860 "Не указан" 33.0 4 29 Cola 2962 1
5861 - 98.0 5 15 Fanta 5557 1
5862 M 78.0 4 29 Fanta 9687 1
5863 м 84.0 1 67 Beerbeer 1533 1
5864 - 95.0 4 75 Bugbeer 7941 1
5865 - 54.0 4 30 Beerbeer 8912 1
5866 ж 30.0 2 19 Water 5632 0
5867 м 27.0 5 19 Cola 1592 0
5868 - 35.0 2 29 Beerbeer 9239 1
5869 - 38.0 0 79 Bugbeer 4356 0
5870 - 36.0 4 47 Water 4192 1
5871 ж 42.0 2 30 Cola 6384 0
5872 - 0.0 50324584 68 Bugbeer 5148 0
5873 M 20.0 4 34 Beerbeer 5772 1
5874 Ж  5 76 Cola 7022 0
5875 м 75.0 -2 66 Fanta 743 0
5876 Ж 93.0 2 65 Cola 5974 0
5877 - 59.0 -6 23 Cola 6957 1
5878 - 92.0 2 52 Cola 2274 1
5879 "Не указан" 79.0 4 64 Fanta 2752 1
5880 м 79.0 4 28 Fanta 2710 0
5881 ж 19.0 1 54 "Strong beer" 3500 0
5882 Ж 72.0 4 14 Fanta 4430 0
5883 - 60.0 5 48 Beerbeer 7716 1
5884 "Не указан" 91.0 5 40 Water 3951 1
5885 ж 32.0 4 33 "Strong beer" 4298 1
5886 м 84.0 1 77 Bugbeer 8907 1
5887 м 64.0 1 66 Cola 5505 1
5888 ж 72.0 4 34 "Strong beer" 7488 1
5889 Ж 11.0 1 52 Fanta 937 0
5890 Ж 24.0 4 30 Fanta 4703 1
5891 Ж 81.0 3 37 Beerbeer 8794 1
5892 - 70.0 1 51 "Strong beer" 7241 0
5893 M 82.0 68635106 71 Cola 4943 1
5894 - 90.0 3 19 Water 5546 1
5895 ж 100.0 -4 45 Beerbeer 4596 1
5896 M 98.0 -3 64 "Strong beer" 2388 1
5897 ж 58.0 24010077 33 "Strong beer" 9617 1
5898 Ж 54.0 98300659 53 Beerbeer 6941 0
5899 м 52.0 5 74 Beerbeer 2472 0
5900 Ж 30.0 11185395 50 Bugbeer 9909 0
5901 M 10.0 2 61 Water 9157 1
5902 - 5.0 1 15 Water 9921 1
5903 ж 88.0 2 34 Bugbeer 9316 1
5904 м 46.0 3 61 Beerbeer 147 0
5905 м 98.0 62881529 56 Water 6881 1
5906 ж 44.0 5 30 "Strong beer" 2925 1
5907 м 81.0 0 57 Bugbeer 7882 1
5908 м 94.0 2 34 "Strong beer" 6488 0
5909 Ж 50.0 0 32 Cola 5613 0
5910 м 34.0 5 57 Bugbeer 3355 0
5911 ж 98.0 2 30 Beerbeer 4909 1
5912 м 84.0 11102059 12 Cola 2234 1
5913 - 31.0 -4 18 Water 6027 1
5914 M 76.0 1 46 Cola 3066 0
5915 - 31.0 1 65 Cola 9941 0
5916 M 41.0 1 47 Beerbeer 6802 1
5917 Ж 54.0 4 21 "Strong beer" 7584 1
5918 ж 31.0 4 10 Water 1905 1
5919 Ж 17.0 1 36 Water 2619 0
5920 Ж 13.0 4 31 Beerbeer 7326 1
5921 - 20.0 0 79 Water 6908 0
5922 - 92.0 2 44 Bugbeer 2115 0
5923 "Не указан"  0 39 "Strong beer" 381 0
5924 Ж 80.0 1 73 "Strong beer" 3859 1
5925 Ж 83.0 1 45 Fanta 430 1
5926 Ж  -3 51 "Strong beer" 8490 1
5927 ж 55.0 4 29 Beerbeer 2651 1
5928 м 11.0 1 49 Water 1590 1
5929 M 47.0 0 28 Bugbeer 7509 1
5930 ж 29.0 3 48 Beerbeer 6375 1
5931 м 83.0 0 73 "Strong beer" 5187 0
5932 M 36.0 4 26 Beerbeer 9220 1
5933 Ж 33.0 5 21 Beerbeer 2907 1
5934 ж 23.0 1 68 Beerbeer 1885 0
5935 Ж 36.0 1 14 Fanta 4079 0
5936 м 53.0 60948364 62 Beerbeer 7795 1
5937 - 27.0 3 10 Cola 2636 0
5938 "Не указан" 6.0 5 43 Fanta 2620 1
5939 "Не указан" 36.0 0 48 Water 5237 1
5940 ж 28.0 5 68 Bugbeer 5004 1
5941 ж 31.0 0 18 Cola 9014 1
5942 "Не указан" 72.0 4 71 Water 9264 0
5943 м 54.0 1 38 Beerbeer 6205 0
5944 м 72.0 4 13 Cola 1698 1
5945 "Не указан" 86.0 4 37 Beerbeer 5729 1
5946 "Не указан" 73.0 2 38 Water 2272 0
5947 M 44.0 39474941 10 Cola 3800 1
5948 - 77.0 0 17 Cola 93 0
5949 - 63.0 0 75 Cola 8397 1
5950 "Не указан" 6.0 2 16 Water 4504 1
5951 M  5 79 Beerbeer 7243 0
5952 "Не указан" 54.0 4 42 Fanta 7990 1
5953 M  2 54 Beerbeer 8132 0
5954 м 84.0 4 36 Cola 3872 1
5955 ж 11.0 4 25 "Strong beer" 2830 1
5956 м 39.0 1 47 Water 5616 1
5957 ж 31.0 0 52 Fanta 3442 1
5958 Ж 12.0 1 30 "Strong beer" 8792 0
5959 м 69.0 0 27 Fanta 7440 0
5960 ж 75.0 4 34 Bugbeer 1305 1
5961 - 79.0 1 18 Fanta 4828 0
5962 "Не указан" 1.0 5 39 Water 7182 0
5963 M 31.0 0 56 Water 6077 1
5964 "Не указан" 61.0 0 22 Bugbeer 4170 0
5965 "Не указан" 67.0 3 63 Water 1053 1
5966 - 16.0 2 74 Bugbeer 3990 1
5967 ж 33.0 0 10 Water 649 1
5968 M 29.0 1 61 Fanta 7815 0
5969 ж 39.0 5 44 Bugbeer 4290 1
5970 - 61.0 3 52 Bugbeer 3582 1
5971 - 5.0 2 58 Bugbeer 4329 1
5972 ж 65.0 2 32 Bugbeer 3185 1
5973 - 45.0 5 21 Beerbeer 9410 1
5974 M 31.0 2 60 Cola 6750 0
5975 - 28.0 2 62 Cola 3695 1
5976 м 8.0 3 28 "Strong beer" 8607 1
5977 м 92.0 5 68 "Strong beer" 8465 1
5978 Ж 62.0 1 29 Water 2236 0
5979 ж 97.0 0 50 Water 8862 1
5980 ж 78.0 0 79 Water 7306 1
5981 M 56.0 2 70 Bugbeer 4758 1
5982 - 62.0 1 14 Water 838 1
5983 м 97.0 2 23 Beerbeer 1718 1
5984 ж 97.0 5 20 Cola 5960 1
5985 м 89.0 3 71 Beerbeer 1486 1
5986 M 55.0 1 71 Cola 831 1
5987 Ж 48.0 0 42 Fanta 6247 0
5988 - 37.0 5 22 Bugbeer 9819 1
5989 M 8.0 5 57 Bugbeer 2299 0
5990 ж 82.0 2 77 Beerbeer 316 0
5991 - 30.0 31448144 57 Beerbeer 211 1
5992 - 62.0 1 23 Water 5656 1
5993 - 74.0 1 26 Fanta 5871 0
5994 Ж 71.0 -4 51 Bugbeer 1403 1
5995 "Не указан" 4.0 0 31 "Strong beer" 2504 0
5996 - 100.0 0 23 "Strong beer" 7418 0
5997 - 89.0 5 25 Beerbeer 4706 1
5998 ж 77.0 -6 69 Cola 921 1
5999 "Не указан" 73.0 1 36 Water 1434 1
6000 - 90.0 1 38 Cola 5366 0
6001 - 54.0 4 51 Cola 2742 1
6002 м 43.0 2 72 Fanta 5281 1
6003 м  4 56 Cola 8567 1
6004 Ж 77.0 2 72 Bugbeer 3329 1
6005 - 54.0 5 43 Bugbeer 8755 1
6006 ж 53.0 4 73 "Strong beer" 5021 1
6007 Ж 74.0 4 52 "Strong beer" 3842 0
6008 м 57.0 4 27 Fanta 9731 0
6009 "Не указан" 97.0 2 43 Cola 7053 0
6010 Ж 36.0 0 76 Water 6010 0
6011 - 36.0 1 49 Water 5458 1
6012 - 17.0 -2 67 "Strong beer" 5666 1
6013 "Не указан" 37.0 3 33 Fanta 1356 0
6014 M 85.0 1 37 Cola 5180 1
6015 Ж 80.0 0 80 Bugbeer 1267 0
6016 M 87.0 5 70 Cola 7939 1
6017 M 47.0 1 63 Water 9352 1
6018 м 21.0 2 21 "Strong beer" 8173 0
6019 м 74.0 23609534 80 Fanta 6352 0
6020 м 17.0 2 77 Fanta 7387 1
6021 м 44.0 5 58 Beerbeer 1623 0
6022 ж 11.0 4 65 Water 7657 1
6023 ж 9.0 92305090 18 Water 5897 1
6024 - 68.0 2 65 Bugbeer 1189 1
6025 "Не указан" 13.0 253211 32 Bugbeer 2597 0
6026 м 93.0 0 17 Water 4984 0
6027 Ж 37.0 3 28 Beerbeer 6102 1
6028 Ж 80.0 1 12 Water 7194 1
6029 "Не указан" 64.0 0 15 Cola 8362 1
6030 Ж 24.0 4 21 Fanta 8296 1
6031 ж  2 75 Water 9018 1
6032 м 61.0 4 70 Beerbeer 9959 1
6033 Ж 59.0 4 11 Water 9875 0
6034 - 97.0 0 31 Bugbeer 3006 1
6035 - 95.0 2 24 Bugbeer 5987 1
6036 - 29.0 1 74 Beerbeer 4381 0
6037 M 22.0 5 29 Cola 4659 1
6038 м 48.0 4 25 Beerbeer 8303 1
6039 "Не указан" 32.0 5 57 Beerbeer 5354 0
6040 M 68.0 3 26 "Strong beer" 3005 0
6041 "Не указан" 96.0 4 54 Beerbeer 8667 1
6042 Ж 60.0 5 21 Beerbeer 5595 1
6043 Ж 18.0 3 75 Water 476 0
6044 - 19.0 4 65 Water 4463 1
6045 - 15.0 1 61 Fanta 5910 0
6046 ж 52.0 0 31 Water 511 1
6047 ж 49.0 0 44 Beerbeer 8343 1
6048 Ж 58.0 3 39 Fanta 4384 1
6049 ж 3.0 3 65 Cola 6070 1
6050 "Не указан" 15.0 4 73 Fanta 8218 0
6051 "Не указан" 73.0 0 44 Bugbeer 5943 0
6052 "Не указан" 67.0 1 53 Fanta 91 0
6053 "Не указан" 75.0 3 26 Water 2277 0
6054 M 89.0 5 79 Beerbeer 4133 0
6055 м 13.0 4 70 Cola 7173 0
6056 M 27.0 4 23 Cola 844 1
6057 - 51.0 0 27 Cola 5061 0
6058 M  1 30 Water 3685 0
6059 м 50.0 3 34 Cola 9539 1
6060 ж 56.0 5 25 Fanta 3653 0
6061 ж 85.0 1 21 Beerbeer 7832 1
6062 ж 55.0 2 75 Water 7668 0
6063 Ж 48.0 -5 64 Water 1674 0
6064 "Не указан" 24.0 2 51 Water 9284 1
6065 Ж 86.0 1 19 Fanta 6439 1
6066 M 28.0 1 14 Fanta 154 1
6067 "Не указан" 76.0 2 39 Beerbeer 587 1
6068 ж  3 77 Beerbeer 8719 0
6069 "Не указан" 69.0 2 24 Water 3041 0
6070 м 96.0 4 11 Fanta 3709 1
6071 "Не указан" 96.0 77648690 57 Beerbeer 8744 0
6072 Ж 7.0 5 45 Beerbeer 7674 1
6073 ж 40.0 5 78 "Strong beer" 2505 1
6074 M 45.0 4 28 Fanta 238 1
6075 M 83.0 0 25 Cola 2113 1
6076 Ж 85.0 90281180 64 Water 7026 0
6077 ж 75.0 5 76 Beerbeer 8877 0
6078 Ж 68.0 0 39 Beerbeer 2448 0
6079 "Не указан" 81.0 5 35 Water 9858 1
6080 ж 63.0 2 71 Cola 9887 0
6081 "Не указан" 6.0 2 27 Bugbeer 1453 0
6082 - 69.0 -2 79 "Strong beer" 101 0
6083 - 30.0 3 73 "Strong beer" 7681 1
6084 "Не указан" 4.0 1 72 Beerbeer 5783 1
6085 м 57.0 1 67 Bugbeer 2537 1
6086 Ж 41.0 2 20 Fanta 1679 1
6087 M 70.0 5 16 Water 1366 1
6088 м  0 60 Beerbeer 7419 1
6089 M 21.0 2 59 "Strong beer" 9214 1
6090 "Не указан" 64.0 4 36 Beerbeer 5269 1
6091 м 21.0 4 76 Fanta 4004 1
6092 M 25.0 1 46 Bugbeer 9860 1
6093 м 16.0 0 40 Bugbeer 3046 1
6094 - 50.0 -1 24 Bugbeer 5059 1
6095 Ж 64.0 1 65 Cola 4986 0
6096 "Не указан" 72.0 -6 76 Bugbeer 3003 1
6097 ж 82.0 3 22 Cola 7607 1
6098 ж 19.0 4 53 Cola 7199 0
6099 M  1 36 "Strong beer" 6539 1
6100 M 87.0 4 50 Beerbeer 8795 0
6101 - 85.0 -6 45 Fanta 1247 0
6102 ж 24.0 3 66 Cola 5302 1
6103 "Не указан" 23.0 0 44 Cola 2043 1
6104 Ж  1 56 Beerbeer 771 1
6105 - 44.0 5 69 Fanta 162 0
6106 - 100.0 2 23 Cola 5518 1
6107 "Не указан"  3 16 Cola 1887 1
6108 ж 60.0 23991648 77 Bugbeer 6768 1
6109 "Не указан" 98.0 5 24 Cola 12 1
6110 м 33.0 5 39 Cola 2407 1
6111 Ж  5 29 Beerbeer 1630 1
6112 Ж 59.0 4 51 Water 446 1
6113 Ж 11.0 1 27 Fanta 4394 0
6114 - 88.0 3 73 Cola 7274 1
6115 - 42.0 66592003 20 Cola 1142 0
6116 ж 82.0 0 20 Fanta 1240 0
6117 - 50.0 3 75 Cola 6050 1
6118 M 100.0 2 13 Water 1131 1
6119 "Не указан" 66.0 0 35 "Strong beer" 8534 1
6120 - 56.0 3 56 "Strong beer" 9135 1
6121 M 15.0 5 39 Water 8047 1
6122 ж  4 27 Fanta 9236 0
6123 M 93.0 0 45 Cola 3852 0
6124 м 97.0 4 61 Beerbeer 8461 0
6125 M 44.0 239291 65 Cola 2905 1
6126 M 56.0 2 63 Water 9971 0
6127 Ж 13.0 2 12 Water 4225 0
6128 м 51.0 1 67 "Strong beer" 6670 1
6129 м 98.0 0 42 Water 6549 0
6130 - 28.0 4 75 Fanta 1491 1
6131 м 21.0 1 59 Cola 8368 1
6132 м 22.0 66772298 49 Fanta 2275 0
6133 - 31.0 5 38 Cola 5660 1
6134 M 61.0 -5 79 Cola 6610 1
6135 - 95.0 4 41 "Strong beer" 8947 1
6136 Ж 25.0 0 34 "Strong beer" 1151 1
6137 - 6.0 4 38 "Strong beer" 376 1
6138 - 33.0 5 78 Beerbeer 8205 1
6139 Ж 100.0 1 80 Bugbeer 4269 0
6140 ж 83.0 4 73 Beerbeer 5586 0
6141 м 9.0 0 61 Bugbeer 6617 1
6142 Ж 47.0 -6 54 Bugbeer 7628 1
6143 м 3.0 4 43 "Strong beer" 7307 1
6144 Ж 28.0 3 80 Bugbeer 3682 1
6145 - 49.0 3 69 Water 7292 1
6146 - 91.0 2 52 Water 2419 0
6147 Ж 54.0 3 10 Water 3470 1
6148 Ж 92.0 4 28 Beerbeer 393 1
6149 "Не указан" 5.0 0 29 Cola 3890 1
6150 м 52.0 3 26 Beerbeer 6298 0
6151 M 70.0 5 18 Water 9796 1
6152 Ж 94.0 3 53 Water 6975 0
6153 "Не указан" 98.0 0 54 Bugbeer 4935 0
6154 м 75.0 3 78 Bugbeer 8921 0
6155 м 82.0 3 80 Beerbeer 6992 1
6156 - 66.0 4 31 "Strong beer" 2276 1
